"disease" "fee" "group" "count" "avg"
"5433" "睾丸鞘膜(非丝虫性)乳糜囊肿" 20231.3 14121.27 4 5057.825
"3225" "急性肾炎综合征，肾小球轻微病变" 20225.8 12778.27 4 5056.45
"4462" "溃疡性直肠炎，中度" 20215.37 14367.77 3 6738.45666666667
"301" "下背周围神经损伤" 20210.89 11414.79 1 20210.89
"502" "乳房孤立囊肿" 20207.24 5585.93 3 6735.74666666667
"7190" "胸壁交界恶性肿瘤" 20184.61 7978.58 2 10092.305
"3969" "无晶状体性青光眼" 20179.87 10100.53 2 10089.935
"230" "下肢局部肿物" 20176.94 14906.46 3 6725.64666666667
"5066" "皮样囊肿 NOS" 20155.74 13610.09 7 2879.39142857143
"2295" "妊娠合并急性肠胃炎" 20142.59 13792.21 5 4028.518
"9997" "鼻部脓肿" 20138.82 12026.92 3 6712.94
"4397" "淋巴结反应性增生" 20136.47 8462.15 2 10068.235
"7496" "脑血管疾病引起的脑血管综合征(I60-I67+)" 20128.79 14605.6 8 2516.09875
"6167" "肌无力综合征" 20128.28 12662.96 3 6709.42666666667
"8871" "间质性瘤" 20118.04 12416.07 1 20118.04
"4447" "游动性甲状腺肿" 20116.09 12948.47 1 20116.09
"4601" "特指关节特指关节炎" 20110.03 12291.22 3 6703.34333333333
"1987" "外耳道异物" 20099.16 12329.52 4 5024.79
"5068" "皮毛过敏性皮炎" 20091.46 13999.52 9 2232.38444444444
"1882" "增生性脊柱炎" 20077.4 14880.33 3 6692.46666666667
"4137" "椎间盘疾患 NOS" 20071.3 13659.32 4 5017.825
"4659" "特指甲状腺功能减退症" 20071.01 12741.1 4 5017.7525
"1832" "坏疽" 20064.54 14834.7 2 10032.27
"5733" "累及全身类风湿性关节炎" 20041.55 16398.57 5 4008.31
"1670" "咬肌间隙感染" 20029.32 14133.99 2 10014.66
"8657" "轻度妊娠剧吐" 20028.54 7530.91 13 1540.65692307692
"7191" "胸壁恶性肿瘤" 20016.74 13965.29 1 20016.74
"4734" "特指阑尾炎" 19993.05 13274.6 4 4998.2625
"3465" "慢性子宫炎" 19990.32 12959.47 7 2855.76
"7327" "脊柱骨关节病" 19989.05 16510.11 2 9994.525
"1992" "外耳道真菌病" 19987.47 12475.07 2 9993.735
"1180" "前臂骨折 NOS" 19972.98 13343.37 4 4993.245
"4752" "狼疮性肾小管间质肾炎" 19965.84 12208.68 1 19965.84
"4716" "特指荨麻疹" 19962.06 11062.93 6 3327.01
"8374" "角膜擦伤" 19937.29 10616.1 11 1812.48090909091
"6079" "耳后皮下良性肿瘤" 19936.61 15391.26 2 9968.305
"4185" "气性坏疽" 19923.19 13675.85 2 9961.595
"2847" "开放性胫腓骨下端骨折" 19909.92 14605.72 1 19909.92
"1397" "卵巢粘液性囊肿" 19901.48 9956.71 2 9950.74
"7207" "胸椎结核" 19865.86 14845.51 3 6621.95333333333
"9430" "颌下脂肪增生" 19863.32 13467.16 2 9931.66
"1405" "卵巢黄体囊肿" 19862.74 12057.7 3 6620.91333333333
"5209" "直肠恶性淋巴瘤" 19860.83 14499.45 2 9930.415
"9094" "难产" 19858.46 8180.99 2 9929.23
"4878" "疣状乳头状瘤" 19858.19 14772.67 1 19858.19
"7580" "腓总神经麻痹" 19855.08 10478.54 1 19855.08
"9314" "颈周围神经和自主神经良性肿瘤" 19854.64 10399.88 1 19854.64
"9729" "髂静脉血栓形成" 19830.4 13402.35 2 9915.2
"4618" "特指周围性眩晕" 19825.09 14353.37 4 4956.2725
"2093" "多形性腺瘤" 19788.69 13097.88 1 19788.69
"1696" "咽旁脓肿" 19753.83 12143.59 6 3292.305
"7101" "背部病 NOS" 19752.22 13043 3 6584.07333333333
"1532" "变形性关节炎" 19740.7 15212.24 5 3948.14
"2448" "子宫颈炎伴溃疡" 19734.81 12241.16 7 2819.25857142857
"8383" "角膜穿通伤" 19720.01 10801.53 3 6573.33666666667
"9208" "面部疖肿" 19713.17 13473.67 6 3285.52833333333
"3412" "慢性(弥漫性)膜性肾小球肾炎" 19704.69 14753.2 1 19704.69
"6089" "耳廓瘘" 19692.54 14751.46 2 9846.27
"7820" "腹膜后肿物" 19660.2 9737.69 1 19660.2
"380" "中枢神经系统恶性肿瘤" 19654.18 13502.62 1 19654.18
"6587" "肱骨上端骨折" 19642.95 15154.33 3 6547.65
"6094" "耳廓软骨膜炎" 19641.97 11449.36 8 2455.24625
"713" "供干细胞者" 19639 9726.95 1 19639
"1551" "口腔出血" 19638.39 13224.48 2 9819.195
"8647" "软骨炎" 19622.77 15145.48 6 3270.46166666667
"4476" "溶血性贫血" 19607.71 12784.69 3 6535.90333333333
"5946" "结节病" 19604.55 11285.78 3 6534.85
"9948" "鼻漏" 19600.81 8283.58 1 19600.81
"2904" "弥漫性肺间质纤维化" 19592.03 15301.11 1 19592.03
"2378" "子宫原位癌" 19579.36 15453.52 3 6526.45333333333
"3772" "手癣" 19579.1 13748.11 2 9789.55
"8005" "臀部皮肤良性肿瘤" 19572.94 12225.49 3 6524.31333333333
"9498" "颞颌关节炎" 19570.4 14291.45 5 3914.08
"8009" "臀部表浅挫伤" 19551.09 15595.39 1 19551.09
"5614" "粘液性中耳炎" 19546.63 12341.55 2 9773.315
"5302" "眼球萎缩" 19546.23 10956.63 3 6515.41
"4723" "特指贫血" 19531.89 12109.07 5 3906.378
"8679" "输卵管肿物" 19531.29 9583.86 2 9765.645
"1881" "增生性牙龈炎" 19517.2 13831.46 9 2168.57777777778
"1994" "外耳道肿物" 19499.94 12626.98 2 9749.97
"1149" "前置胎盘不伴出血" 19492.02 9505.09 2 9746.01
"1471" "双侧腹股沟疝（一侧直疝一侧斜疝)" 19469.24 11650.13 2 9734.62
"4078" "桡骨远端脱位" 19447.95 13780.79 6 3241.325
"9641" "骨瘤病" 19447 14020.28 2 9723.5
"4777" "玻璃工人的白内障" 19441.02 9319.79 3 6480.34
"4100" "梗阻性鼻炎" 19439.05 14887.91 3 6479.68333333333
"5170" "盆腔子宫内膜异位症" 19437.71 8637.02 1 19437.71
"1896" "声带结节" 19432.75 12447.64 4 4858.1875
"7871" "腺瘤" 19417.03 12121.11 3 6472.34333333333
"1697" "咽旁间隙感染" 19407.53 11358.15 4 4851.8825
"362" "中度抑郁发作" 19377.19 13316.26 4 4844.2975
"5622" "粘液脓性慢性支气管炎" 19375.44 15505.48 6 3229.24
"9472" "额窦囊肿" 19364.71 10847.19 4 4841.1775
"1452" "原有的高血压性疾患，并发蛋白尿" 19360.65 12678.94 8 2420.08125
"8949" "阴道残端出血" 19339.38 10547.7 3 6446.46
"2865" "开放性髌骨骨折" 19321.49 12727.34 2 9660.745
"5835" "结核性肝(肝炎)" 19321.41 14320.1 2 9660.705
"1419" "原发性侧索硬化" 19317.82 13551.09 6 3219.63666666667
"2291" "妊娠合并子宫韧带良性肿瘤" 19268.56 5403.68 1 19268.56
"3413" "慢性上颌窦炎" 19260.58 12477.55 7 2751.51142857143
"433" "主动脉夹层动脉瘤" 19248.45 12799.81 3 6416.15
"2149" "大脑后动脉血栓形成" 19243.87 9404.68 1 19243.87
"5791" "细菌性痢疾" 19239.96 12938.01 8 2404.995
"3956" "新生儿糖尿病" 19217.93 15964.12 6 3202.98833333333
"6577" "肩钙化性肌腱炎" 19213.56 9950.91 1 19213.56
"6968" "胃肠神经官能症" 19198.35 11687.69 5 3839.67
"2334" "子宫体息肉" 19194.67 11742.48 3 6398.22333333333
"2312" "妊娠呕吐(早期)" 19171.68 6529.87 13 1474.74461538462
"6997" "胆囊扭转" 19150.92 8413.25 2 9575.46
"342" "丘疹性荨麻疹" 19136.75 13347.02 7 2733.82142857143
"6626" "肺动脉硬化伴肺动脉高血压" 19113.48 14349.46 1 19113.48
"5990" "继发性贫血" 19109.08 9994.28 3 6369.69333333333
"6739" "肺萎陷" 19106.36 4599.3 2 9553.18
"9501" "颧弓骨折" 19101.05 8808.87 3 6367.01666666667
"2406" "子宫粘连" 19097.58 3115.5 3 6365.86
"8760" "遗传性周围神经病" 19094.05 12932.44 1 19094.05
"7096" "背痛 NOS" 19090.86 10437.42 4 4772.715
"5980" "继发性白内障" 19089.11 10451.1 4 4772.2775
"5266" "眼内出血" 19082.03 13159.64 4 4770.5075
"8094" "良性黑色素瘤" 19076.48 10827.79 4 4769.12
"2783" "平滑肌肉瘤" 19071.37 13451.91 2 9535.685
"1781" "嗜酸细胞增多症" 19066.81 11500.73 2 9533.405
"6573" "肩部纤维织炎" 19064.82 12995.98 1 19064.82
"6110" "耳真菌病" 19048.23 12832.25 1 19048.23
"1669" "呼吸骤停" 19043.05 12512.22 1 19043.05
"9322" "颈椎棘上韧带炎" 19039.26 11854.18 6 3173.21
"6985" "胆囊、胆道和胰腺疾患" 19029.24 12544.56 3 6343.08
"9617" "骨感染 NOS" 19017.02 12150.83 5 3803.404
"2133" "大肠继发恶性肿瘤" 19015.37 14396.69 1 19015.37
"1213" "动眼神经良性肿瘤" 19003.94 11420.37 1 19003.94
"3731" "手术后切口感染" 18998.72 13977.02 6 3166.45333333333
"457" "乙型肝炎相关性肾炎" 18988.22 13092.5 3 6329.40666666667
"8002" "臀部痈" 18981.62 11694.02 9 2109.06888888889
"7440" "脑疾患" 18967.41 12647.84 1 18967.41
"6822" "肾病综合征伴膜性肾小球肾炎" 18953.21 14312.5 1 18953.21
"8836" "锁骨下动脉假性动脉瘤" 18942.16 8943.1 2 9471.08
"6123" "耳面瘫病" 18936.62 13788.88 3 6312.20666666667
"6701" "肺硬化" 18925.51 12756.72 3 6308.50333333333
"3649" "截瘫" 18923.47 8363.91 7 2703.35285714286
"1884" "声带其他疾患" 18906.07 11906.13 3 6302.02333333333
"1011" "出血性外痔" 18903.7 11627.83 4 4725.925
"9711" "骶椎椎板裂" 18899.93 12628.59 5 3779.986
"7092" "胆道疾患" 18898.93 11096.16 6 3149.82166666667
"1919" "复发性腹股沟直疝" 18889.25 12034.01 3 6296.41666666667
"7270" "胸部脊柱疼痛" 18878.71 13682.97 3 6292.90333333333
"9277" "颅底良性肿瘤" 18876.82 10120.95 1 18876.82
"5410" "睾丸扭转" 18857.71 11630.28 3 6285.90333333333
"7237" "胸腺恶性肿瘤个人史" 18855.54 14714.59 2 9427.77
"7835" "腹膜粘连伴肠梗阻" 18840.86 12168.8 7 2691.55142857143
"6442" "肠系膜恶性肿瘤" 18838.87 16201.99 3 6279.62333333333
"1845" "坐骨良性肿瘤" 18838.81 13338.17 5 3767.762
"3073" "急性出血性胃肠炎" 18837.23 12226.44 9 2093.02555555556
"560" "乳腺瘘" 18829.31 11648.45 2 9414.655
"9014" "陈旧性关节软骨撕裂" 18823.14 13464.84 1 18823.14
"6801" "肾小管酸中毒" 18820.63 14049.74 2 9410.315
"6829" "肾瘘" 18820.5 12149.56 2 9410.25
"8054" "舌异物" 18812.37 11432.1 4 4703.0925
"2650" "尿失禁 NOS" 18811.13 12757.06 7 2687.30428571429
"2632" "尺骨和桡骨两者下端的骨折" 18807.43 13405.08 4 4701.8575
"5409" "睾丸恶性肿瘤 NOS" 18786.84 13936.72 2 9393.42
"563" "乳腺结核" 18780.95 12142.04 3 6260.31666666667
"6519" "肥大性咽炎" 18767.65 13904.8 2 9383.825
"2530" "对精神有影响药物中毒" 18765.16 12641.95 4 4691.29
"2087" "多处烧伤" 18764.35 13232.46 4 4691.0875
"2694" "尿道肿瘤" 18759.69 13857.76 1 18759.69
"9957" "鼻痈" 18749.96 11684.25 5 3749.992
"855" "关节自发性脱位" 18735.07 11627.24 1 18735.07
"2686" "尿道瘘" 18726.93 12405.7 3 6242.31
"6268" "肛门恶性肿瘤" 18713.38 12489.31 3 6237.79333333333
"4555" "牙齿萌出过晚" 18710.59 13837.83 1 18710.59
"6803" "肾性糖尿" 18692.29 14496.72 2 9346.145
"4371" "淋巴水肿" 18686.32 13137.6 4 4671.58
"627" "亨特综合征" 18685.74 12790.66 3 6228.58
"8810" "重症肌无力，肌萎缩型" 18680.65 8666.2 1 18680.65
"1059" "创伤性白内障" 18679.01 9117.73 3 6226.33666666667
"6373" "肝结石" 18672.91 14626.03 2 9336.455
"6003" "缺血性周围神经病" 18653.85 11503.49 1 18653.85
"1426" "原发性帕金森氏综合征[震颤麻痹]" 18638.13 15222.04 3 6212.71
"9986" "鼻血管瘤 (M91200/0)" 18637.31 12887.51 3 6212.43666666667
"517" "乳房纤维囊性乳腺病" 18627.14 12241.85 7 2661.02
"6813" "肾无功能" 18623.84 12396.77 2 9311.92
"1189" "副乳房" 18586.47 10629.87 5 3717.294
"4310" "流行性腮腺炎 NOS" 18571.15 12349 5 3714.23
"7408" "脑干损伤" 18566.05 13055.12 3 6188.68333333333
"7227" "胸腔继发恶性肿瘤" 18538.76 14635.14 2 9269.38
"5861" "结石性肾炎" 18528.34 10246.36 8 2316.0425
"2838" "开放性气胸" 18512.18 11427.32 1 18512.18
"3714" "手指滑囊炎" 18511.11 11469.9 5 3702.222
"1236" "包皮恶性肿瘤" 18510.26 12887.96 1 18510.26
"1682" "咽后和咽旁脓肿" 18496.75 11503.64 2 9248.375
"8804" "重度视力缺损，双眼" 18492.49 9823.23 3 6164.16333333333
"6976" "胃脘痛病				" 18491.39 13108.31 5 3698.278
"7584" "腓骨头骨折" 18465.53 14985.43 5 3693.106
"181" "上颌窦(海默尔)恶性肿瘤" 18447.06 14286.2 1 18447.06
"5999" "缩窄性心肌病" 18438.96 9693.5 2 9219.48
"1685" "咽周脓肿" 18435.73 12265.76 9 2048.41444444444
"5307" "眼痛" 18425.57 13261.3 4 4606.3925
"8204" "蝶窦肿物" 18414.55 12385.74 1 18414.55
"6200" "肌营养不良" 18408.02 12046.15 3 6136.00666666667
"5867" "结缔组织病 NOS" 18396.87 12755.41 4 4599.2175
"9121" "青光眼合并白内障" 18395.29 10819.63 4 4598.8225
"8018" "臂脓肿" 18393.6 11761.27 4 4598.4
"3115" "急性喉支气管炎" 18390.53 13900.52 4 4597.6325
"8483" "足部骨髓炎" 18388.07 10929.63 2 9194.035
"7137" "胫骨头骨折" 18380.07 9384.72 4 4595.0175
"8742" "进行性眼外肌麻痹" 18379.34 13885.29 3 6126.44666666667
"2439" "子宫颈动态未定肿瘤" 18379.31 9578.93 2 9189.655
"7277" "胸骨病变" 18370.65 14846.19 1 18370.65
"3560" "慢性肾炎综合征，特指病理" 18368.24 11550.28 2 9184.12
"9511" "风湿性肌炎" 18342.08 13942.05 3 6114.02666666667
"2872" "异位性皮炎" 18335.3 9687.43 7 2619.32857142857
"7644" "腮腺恶性肿瘤个人史" 18291.27 8709 1 18291.27
"4765" "玻璃体切除硅油充填状态" 18290 12183.86 3 6096.66666666667
"1344" "单关节炎 NEC" 18287.49 13326.47 6 3047.915
"3315" "急腹症" 18281.85 12266.61 4 4570.4625
"125" "上肢局部肿胀、肿物和肿块" 18257.95 12567.6 2 9128.975
"3757" "手术后肾衰竭" 18254.61 13888.61 1 18254.61
"2311" "妊娠呕吐" 18252.01 6422.78 14 1303.715
"3517" "慢性眼色素膜炎" 18247.86 12624.82 7 2606.83714285714
"6283" "肛门瘘管" 18247.06 13181.7 6 3041.17666666667
"582" "二氧化碳的意外中毒 (T59.701)" 18239.22 12847.48 1 18239.22
"2507" "宫颈残端出血" 18232.79 9759.84 3 6077.59666666667
"3257" "急性虹膜睫状体炎" 18205.18 11437.83 7 2600.74
"9298" "颈内动脉粥样硬化" 18194.9 13943.37 6 3032.48333333333
"2519" "家族性局灶性癫痫" 18187.07 12810.16 2 9093.535
"5385" "眼肌纤维化" 18174.94 12750.93 2 9087.47
"9694" "骨髓纤维化伴髓样化生" 18121.23 13481.26 1 18121.23
"7603" "腕和手多处损伤" 18118.78 12315.14 2 9059.39
"5814" "绒毛结节性滑膜炎" 18113.74 11936.6 1 18113.74
"6086" "耳廓感染" 18111.14 11019.59 5 3622.228
"6469" "股静脉血栓形成" 18106.18 8677.14 2 9053.09
"5262" "眶内血肿" 18082.7 12499.78 1 18082.7
"3491" "慢性活动型乙型病毒性肝炎" 18071.03 12285.63 2 9035.515
"1145" "前房积血" 18069.67 8104.01 3 6023.22333333333
"2338" "子宫体良性肿瘤" 18065.34 9833.14 2 9032.67
"1610" "后天性胫骨畸形" 18059.18 9244.69 1 18059.18
"3189" "急性病毒性肝炎" 18053.92 11861.56 2 9026.96
"6366" "肝纤维化伴肝硬化" 18038.59 13658.7 2 9019.295
"9513" "风湿性肌纤维组织炎" 18012.61 12871.01 2 9006.305
"2162" "大腿感染性滑囊炎" 18011.56 12274.8 4 4502.89
"1445" "原发性闭角型青光眼" 17991.14 11161.51 5 3598.228
"209" "下肢关节和韧带扭伤" 17991.05 12874.02 2 8995.525
"3259" "急性血源性骨髓炎" 17987.87 9415.5 1 17987.87
"5661" "精索鞘膜积液" 17987.84 10449.72 5 3597.568
"3407" "感觉异样性股痛" 17986.75 12097.16 1 17986.75
"2855" "开放性舌部损伤" 17976.91 13417.72 1 17976.91
"4801" "甲亢性肝损害" 17957.36 12175.52 3 5985.78666666667
"3869" "掌跖脓疱病" 17954.94 10296.06 3 5984.98
"1039" "创伤后应激障碍" 17936.06 10845.48 4 4484.015
"9341" "颈椎间盘疾患伴神经根病" 17922.17 11505.45 4 4480.5425
"9967" "鼻粘膜良性肿瘤" 17908.02 7673.56 1 17908.02
"1131" "前庭大腺[巴多林腺]恶性肿瘤" 17907.93 13295.52 2 8953.965
"2782" "平滑肌瘤 NOS" 17905.73 11546.11 3 5968.57666666667
"6096" "耳恶性黑色素瘤" 17902.37 13794.18 1 17902.37
"1576" "口腔血管瘤 (M91200/0)" 17900.76 10852.42 2 8950.38
"253" "下肢特指深部脉管静脉炎和血栓性静脉炎" 17897.33 13301.53 1 17897.33
"3672" "扁桃体恶性肿瘤个人史" 17891.34 12865.86 3 5963.78
"7601" "腕关节肿胀" 17868.76 11824.83 3 5956.25333333333
"4527" "煤尘肺(炭末肺)" 17855.23 13950.74 6 2975.87166666667
"8904" "阴囊挫伤" 17852.77 10319.75 4 4463.1925
"9909" "鼻前庭良性肿瘤" 17849.66 10827.48 2 8924.83
"296" "下肢静脉阻塞" 17843.48 13320.52 3 5947.82666666667
"4445" "渗出性胸膜炎" 17805.29 12669.79 2 8902.645
"7665" "腰椎开放性骨折" 17792.83 6379.84 3 5930.94333333333
"5953" "绝经后骨质疏松伴病理性骨折" 17781.33 9054.14 3 5927.11
"7864" "腺淋巴瘤 (D11.-)" 17767.78 13682.94 5 3553.556
"4869" "男性盆腔炎性包块" 17761.56 12710.54 6 2960.26
"7656" "腰和特指椎间盘疾患伴有脊髓病" 17761.47 12831.25 2 8880.735
"355" "丛集性头痛" 17752.88 13482.64 1 17752.88
"1257" "化脓性前列腺炎" 17749.36 12815.89 7 2535.62285714286
"7454" "脑缺氧症" 17731.41 12544.06 3 5910.47
"2522" "家族性自主神经功能异常" 17725.67 13162.7 1 17725.67
"6957" "胃肠吻合术后输出袢梗阻" 17702.1 6593.55 1 17702.1
"3882" "接触未特指热物的烫伤" 17689.59 7892.77 6 2948.265
"3986" "明细胞肾上腺皮脂腺瘤 (D35.0)" 17687.88 12685 4 4421.97
"4674" "特指睡眠障碍" 17684.13 9564.98 1 17684.13
"2593" "小腿恶性黑色素瘤" 17674.16 13754.48 1 17674.16
"4988" "瘢痕感染" 17662.1 8207.26 1 17662.1
"9021" "陈旧性异位妊娠" 17641.5 7337.95 1 17641.5
"3597" "慢性迁延性肝炎" 17635.67 11941.22 6 2939.27833333333
"8622" "转移性细支气管-肺泡腺癌" 17609.75 15136.76 1 17609.75
"6166" "肌无力危象" 17576.4 11654.88 2 8788.2
"6130" "耵聍栓塞" 17563.06 10920.11 5 3512.612
"4384" "淋巴系统疾病" 17539.04 13773.64 3 5846.34666666667
"4992" "瘭疽[化脓性指头炎]" 17534.65 10203.43 7 2504.95
"1854" "垂体继发恶性肿瘤" 17533.4 9582.05 1 17533.4
"2105" "多骨性骨纤维异样增殖症" 17531.84 10835.83 2 8765.92
"1425" "原发性宫缩乏力" 17521.81 12566.54 3 5840.60333333333
"3921" "支气管狭窄" 17509.34 8972.25 3 5836.44666666667
"5063" "皮层下动脉硬化性脑病" 17505.05 12868.89 2 8752.525
"9383" "颈部痈" 17502.67 12569.08 5 3500.534
"3865" "掌指(关节)脱位" 17498.08 12271.31 4 4374.52
"7243" "胸腺良性肿瘤" 17496.9 13616.13 1 17496.9
"7823" "腹膜后脓肿" 17496.87 11093.01 1 17496.87
"1863" "基底动脉狭窄" 17489 11212.05 2 8744.5
"7133" "胫腓骨闭合性骨折" 17473.25 13082.84 1 17473.25
"6935" "胃痉挛" 17471.39 11615.94 3 5823.79666666667
"8040" "舌下囊肿" 17469.77 10111.28 3 5823.25666666667
"1329" "单侧感音神经性耳聋" 17462.45 8896.5 5 3492.49
"6586" "肱骨上端开放性骨折" 17455.44 11837.19 3 5818.48
"5906" "结肠腺瘤样息肉病内的腺癌 (C18.-)" 17449.62 11449.47 1 17449.62
"6948" "胃结石" 17445.75 8990.89 6 2907.625
"5915" "结膜出血" 17445.17 10578.99 7 2492.16714285714
"7323" "脊柱继发性恶性肿瘤" 17442.44 14422.36 1 17442.44
"6143" "肋软骨炎" 17427.62 11288.62 5 3485.524
"3346" "恶性肿瘤术后恢复期" 17424.19 13252.15 2 8712.095
"3258" "急性蜂窝织炎" 17422.23 11634.38 9 1935.80333333333
"9475" "额窦脓肿" 17420.47 10615.94 2 8710.235
"1170" "前臂特指部位骨折" 17418.51 13720 2 8709.255
"9604" "骨刺 NOS" 17388.29 12443.97 4 4347.0725
"4800" "甲亢性精神病" 17381.24 11412.26 3 5793.74666666667
"7074" "胆管结石伴慢性胆囊炎" 17379.33 10857.29 3 5793.11
"1503" "反馈性垂体瘤综合征" 17378.65 13955.11 2 8689.325
"7324" "脊柱肿瘤" 17377.66 4211.57 1 17377.66
"6528" "肩关节劳损" 17358.48 13875.62 1 17358.48
"4722" "特指败血症" 17358.38 12094.28 2 8679.19
"1899" "声带肥大" 17358.32 13367.61 1 17358.32
"8662" "输卵管伞端妊娠破裂" 17332.17 9524.35 1 17332.17
"7949" "膝关节慢性化脓性骨髓炎" 17323.8 10726.52 2 8661.9
"3818" "拇指屈肌肌腱挛缩" 17320.1 9349.63 2 8660.05
"4775" "玻璃体黄斑牵拉综合征" 17318.52 12183.15 1 17318.52
"1165" "前臂正中神经断裂" 17317.82 10516.15 1 17317.82
"7466" "脑膜出血" 17313.87 12831.05 1 17313.87
"3362" "恶性颗粒细胞瘤" 17306.01 12002.52 1 17306.01
"2387" "子宫平滑肌瘤 (M88900/0)" 17302.9 10439.34 3 5767.63333333333
"16" "1型糖尿病性酮症酸中毒" 17301.36 11804.56 3 5767.12
"3687" "扁桃体肿瘤 (M80001/1)" 17296.52 12666.42 2 8648.26
"3237" "急性胃溃疡伴出血" 17293.2 11825.13 6 2882.2
"6734" "肺腺瘤病" 17292.23 8931.9 1 17292.23
"3159" "急性根尖周炎" 17288.85 9989.19 10 1728.885
"8802" "重度子痫前期" 17279.62 8807.1 3 5759.87333333333
"4165" "残胃恶性肿瘤(癌)[胃切除术后癌 M80100/3]" 17265.58 13093.57 3 5755.19333333333
"2558" "小肠囊肿" 17263.68 6926.45 2 8631.84
"2122" "大细胞性贫血" 17260.9 11828.31 2 8630.45
"6743" "肺衰病" 17256.19 14652.3 1 17256.19
"1327" "单侧嵌顿性腹股沟疝伴梗阻" 17250.04 8620.27 1 17250.04
"3716" "手指碾挫伤" 17248.86 2907.94 2 8624.43
"4206" "气腹、气鼓(腹的、肠的)" 17233.4 12969.35 1 17233.4
"9705" "骶尾部挫伤" 17233.01 11487.31 5 3446.602
"9111" "霉菌性食管炎" 17220.78 10563.85 5 3444.156
"5888" "结肠溃疡" 17209.68 9687 4 4302.42
"5582" "类天疱疮" 17196.87 10390 2 8598.435
"3463" "慢性失血致贫血" 17184.61 11391.03 3 5728.20333333333
"3301" "急性黄疸型乙型病毒性肝炎" 17173.98 12008.68 3 5724.66
"8396" "试管婴儿，双胎活产" 17173.68 7845.31 1 17173.68
"5373" "眼睑蜂窝织炎" 17172.12 11664.33 4 4293.03
"8142" "莱贝尔视神经萎缩(遗传性)" 17167.62 11878.4 2 8583.81
"3215" "急性肺水肿伴心力衰竭" 17130.59 12156 4 4282.6475
"6633" "肺原发性结核性复征，细菌学（+）" 17129.57 13143.7 1 17129.57
"3370" "情感性精神病" 17120.88 11857.77 5 3424.176
"9782" "高位截瘫" 17117.48 12488.19 5 3423.496
"6632" "肺原发性结核性复征(原发综合征)，未提及细菌学或组织学的证实" 17111.33 12312.94 2 8555.665
"4548" "牙釉质龋" 17105.62 11567.47 1 17105.62
"7274" "胸骨后甲状腺囊肿" 17098.95 7413.88 2 8549.475
"912" "其他背部病" 17056.94 13481.71 1 17056.94
"4065" "桡神经损害" 17039.29 12487.5 2 8519.645
"9937" "鼻孔内异物" 17034.83 10486.54 1 17034.83
"6672" "肺炎休克" 17034.48 12525.09 3 5678.16
"9583" "食管静脉瘤" 17031 10146.97 2 8515.5
"397" "中毒性腹泻" 17029.57 10361.51 5 3405.914
"941" "具有心脏起搏器" 17006.02 12102.39 2 8503.01
"1251" "化学性膀胱炎" 17001.96 10077.54 2 8500.98
"2576" "小脑动脉瘤" 16999.14 9345.89 1 16999.14
"726" "假临产" 16982.31 5988.8 5 3396.462
"1801" "囊腺癌 NOS" 16980.63 5770.48 2 8490.315
"3656" "房性期外收缩[房性早搏]" 16972.58 13095.31 3 5657.52666666667
"3311" "急性鼻窦脓肿" 16970.68 11717.48 4 4242.67
"5127" "皮肤癣菌疹" 16969.25 12855.9 2 8484.625
"7819" "腹膜后囊肿" 16968.65 11185.72 3 5656.21666666667
"642" "代谢性脑病" 16967.12 10167.53 1 16967.12
"2194" "头.面.颈部脂肪瘤 (M88500/0)" 16962.49 8701.53 6 2827.08166666667
"5295" "眼球挫伤伴前房积血" 16959.33 11900.05 7 2422.76142857143
"1714" "咽部溃疡" 16953.08 11214.11 3 5651.02666666667
"2183" "天疱疮 NOS" 16946.73 12565.97 2 8473.365
"2702" "局灶性脑炎" 16939.32 12968.32 1 16939.32
"7027" "胆囊腺肌症" 16924.48 9190.83 2 8462.24
"7773" "腹股沟恶性肿瘤" 16915.96 6481.72 2 8457.98
"4012" "更年期月经过多" 16905.6 11859.06 2 8452.8
"9576" "食管良性肿瘤" 16893.98 10480.12 1 16893.98
"3417" "慢性乙型丁型病毒性肝炎" 16891.88 10724.59 3 5630.62666666667
"24" "2型糖尿病性低血糖性昏迷" 16881.12 11246.14 3 5627.04
"9502" "颧骨恶性肿瘤" 16865.05 12938.33 1 16865.05
"2400" "子宫积血" 16846.92 8788.3 5 3369.384
"7650" "腮腺结核" 16842.34 11810.7 1 16842.34
"9107" "霉菌性泌尿系感染" 16839.86 11837.26 6 2806.64333333333
"8123" "药物性头痛" 16836.75 12898.47 1 16836.75
"451" "乙型病毒性肝炎亚急性重型" 16817.97 6833.73 1 16817.97
"6398" "肝豆状核变性" 16788.04 8186.67 1 16788.04
"3787" "手足口病" 16785.23 9160.89 5 3357.046
"1265" "化脓性牙髓炎" 16784.35 12055.14 7 2397.76428571429
"5536" "积聚病" 16783.17 9546.38 1 16783.17
"4985" "瘢痕" 16778.41 7264.13 4 4194.6025
"1634" "周围前庭眩晕" 16778.13 11514.54 5 3355.626
"5122" "皮肤病（硬皮病）" 16773.26 10826.9 3 5591.08666666667
"1390" "卵巢甲状腺肿 (M90900/0)" 16762.4 9725.6 1 16762.4
"856" "关节风湿病" 16759.02 11810.44 2 8379.51
"3449" "慢性咽峡炎" 16740.03 12779.73 1 16740.03
"2039" "多发性头部损伤" 16731.87 12063.95 3 5577.29
"7964" "膝关节结核性滑膜炎" 16721.9 9845.83 2 8360.95
"417" "临界性高血压" 16714.26 12645.94 1 16714.26
